living_area,land_area,quality_score,garage_capacity,garage_area,bathrooms,bedrooms,total_rooms,has_pool,has_gym,has_garden,has_garage,has_fireplace,sale_year,house_age_future,location,SalePrice
987,1680,6,1,264,1,2,4,0,1,0,1,0,2023,52,Urban,85400
987,1680,6,1,264,1,2,5,0,1,0,1,0,2023,52,Urban,89500
1302,1680,5,1,264,2,3,6,1,1,0,1,0,2023,51,Urban,111750
1069,4043,6,2,440,2,2,4,0,0,0,1,0,2023,46,Rural,140000
1456,2308,6,2,460,2,4,7,0,0,0,1,0,2023,48,Rural,143000
1055,2529,7,2,440,2,2,4,0,0,0,1,0,2023,46,Rural,148500
892,9477,5,1,264,1,3,5,0,0,1,1,0,2023,57,Rural,110000
1932,12444,8,3,774,2,2,7,0,0,1,1,1,2023,15,Rural,394617
2332,12474,10,3,846,2,3,9,0,0,1,1,1,2023,16,Rural,426000
2084,14803,10,3,1220,2,2,7,0,0,1,1,1,2023,16,Rural,385000
2713,14948,9,3,858,2,3,11,0,0,1,1,1,2023,15,Rural,446261
1582,12704,8,3,905,2,3,7,0,0,1,1,0,2023,16,Rural,317500
1710,13891,8,3,866,2,2,6,0,0,1,1,1,2023,16,Rural,372402
2464,13693,8,3,650,2,4,9,0,0,1,1,1,2023,16,Rural,417500
1950,14418,9,3,706,2,2,7,0,0,1,1,1,2023,16,Rural,383000
2748,13418,9,3,850,2,4,9,0,0,1,1,1,2023,17,Rural,390000
2790,12539,10,4,1150,2,4,10,0,0,1,1,1,2023,18,Rural,460000
2331,12151,9,3,1003,2,3,9,0,0,1,1,1,2023,18,Rural,379000
2088,8899,8,3,656,2,4,10,0,0,1,1,1,2023,16,Rural,250000
2332,10574,8,3,756,2,4,9,0,0,1,1,1,2023,19,Rural,316000
2470,12720,10,3,789,1,1,7,0,0,1,1,1,2023,20,Rural,615000
2668,13688,9,3,726,2,3,10,0,0,1,1,1,2023,20,Rural,412500
2046,10625,7,3,871,2,3,8,0,0,1,1,1,2023,20,Rural,284000
1575,10845,8,3,732,2,2,7,0,0,1,1,1,2023,20,Rural,284000
2649,16900,8,3,746,2,4,10,0,0,1,1,1,2023,22,Rural,421250
2690,16451,8,3,795,2,4,9,0,0,1,1,1,2023,20,Rural,370000
1866,10110,9,3,870,2,2,7,0,0,1,1,1,2023,15,Rural,336860
1702,8769,9,3,1052,1,1,7,0,0,1,1,1,2023,15,Rural,367294
1367,12304,7,2,484,2,2,6,0,0,1,1,1,2023,18,Rural,192000
1518,12677,8,2,588,1,1,6,0,0,1,1,1,2023,20,Rural,274000
1684,8849,9,2,564,2,2,6,0,0,1,1,1,2023,18,Rural,266000
1800,8232,9,3,944,2,2,6,0,0,1,1,1,2023,16,Rural,370967
1342,6240,8,2,550,2,2,6,0,0,0,1,1,2023,17,Rural,234250
1342,6240,8,2,550,2,2,6,0,0,0,1,1,2023,17,Rural,219500
1626,2448,7,2,474,2,2,6,0,0,0,1,0,2023,20,Rural,155000
1626,2448,7,2,474,2,2,6,0,0,0,1,0,2023,20,Rural,154000
1358,8198,7,2,484,2,2,6,1,1,1,1,1,2023,19,Urban,207000
1455,3940,7,3,644,2,2,6,0,0,0,1,1,2023,20,Rural,195000
1576,3940,7,3,668,2,2,7,1,1,0,1,1,2023,19,Urban,219990
1504,3182,7,2,437,2,2,7,0,0,0,1,1,2023,18,Rural,191000
1266,3182,7,2,388,2,2,6,0,0,0,1,1,2023,16,Rural,159895
1246,3710,7,2,428,2,2,5,0,0,0,1,1,2023,16,Rural,187687
1515,9024,6,2,393,2,3,8,0,0,1,1,1,2023,19,Rural,179000
1593,7415,6,2,398,2,3,8,0,0,0,1,1,2023,19,Rural,193000
1166,9587,7,2,400,2,2,5,0,0,1,1,0,2023,18,Rural,190000
1456,8029,6,2,400,2,3,8,0,0,1,1,0,2023,18,Rural,176000
1720,8010,7,2,400,2,3,7,0,0,1,1,1,2023,21,Rural,188000
1986,8396,7,2,434,2,4,9,0,0,1,1,1,2023,20,Rural,213000
1358,7301,7,2,484,2,2,6,0,0,0,1,1,2023,16,Rural,217300
1792,10261,6,2,451,2,3,8,0,0,1,1,1,2023,23,Rural,186500
1892,8220,7,2,431,2,3,8,0,0,1,1,1,2023,23,Rural,226750
1490,15384,7,2,388,2,3,8,0,0,1,1,1,2023,19,Rural,184000
1414,7750,7,2,403,2,3,6,0,0,0,1,1,2023,21,Rural,176000
2322,12460,7,2,400,2,4,8,0,0,1,1,1,2023,24,Rural,225000
1651,8390,7,2,450,2,3,7,0,0,1,1,1,2023,24,Rural,185900
2199,9660,8,2,516,2,3,9,0,0,1,1,1,2023,26,Rural,284500
2630,9200,8,3,696,2,4,8,0,0,1,1,1,2023,25,Rural,315000
2198,14260,8,3,836,2,4,9,0,0,1,1,1,2023,23,Rural,250000
2172,11000,9,3,687,2,4,8,0,0,1,1,1,2023,23,Rural,291000
2006,11675,8,3,938,2,2,5,0,0,1,1,1,2023,25,Rural,350000
2125,10990,7,2,576,2,4,12,0,0,1,1,1,2023,27,Rural,279500
2501,11929,8,3,751,2,4,9,0,0,1,1,1,2023,28,Rural,290000
2113,10437,8,3,839,2,2,7,0,0,1,1,1,2023,28,Rural,350000
2418,10542,7,3,983,2,3,9,0,0,1,1,1,2023,30,Rural,341000
2197,10010,7,3,783,2,4,9,0,0,1,1,1,2023,30,Rural,287500
2127,10944,7,2,525,2,3,5,0,0,1,1,1,2023,29,Rural,271000
1987,14303,8,2,691,2,2,7,0,0,1,1,1,2023,29,Rural,301500
1580,11932,8,3,830,2,3,7,0,0,1,1,0,2023,16,Rural,235128
1933,14598,6,3,668,2,4,9,0,0,1,1,1,2023,16,Rural,214000
1574,11957,8,3,824,2,3,7,0,0,1,1,1,2023,17,Rural,232000
1578,13253,7,3,642,2,3,7,0,0,1,1,1,2023,17,Rural,240000
1506,14587,9,2,592,2,2,6,0,0,1,1,1,2023,15,Rural,264132
1563,10206,8,3,758,2,3,6,0,0,1,1,1,2023,16,Rural,245000
1428,12274,7,2,554,2,3,6,0,0,1,1,0,2023,15,Rural,227680
1861,9801,8,3,851,3,3,7,0,0,1,1,1,2023,16,Rural,257000
1874,9428,8,3,880,2,3,8,0,0,1,1,1,2023,16,Rural,297900
1460,10037,8,2,480,2,3,6,0,0,1,1,1,2023,17,Rural,247000
1372,8640,8,2,588,2,3,6,0,0,1,1,0,2023,16,Rural,212700
1372,8640,7,2,529,2,3,6,0,0,1,1,0,2023,16,Rural,250580
1428,11639,7,2,480,2,3,6,0,0,1,1,0,2023,16,Rural,182000
1768,9803,7,2,603,2,3,7,0,0,1,1,0,2023,18,Rural,226700
1992,9375,8,2,648,2,3,9,0,0,1,1,1,2023,20,Rural,250000
1958,10625,7,3,936,2,3,9,0,0,1,1,1,2023,18,Rural,250000
2078,10800,8,3,836,2,3,8,0,0,1,1,1,2023,16,Rural,339750
1665,8125,7,2,562,2,3,7,0,0,1,1,0,2023,16,Rural,205950
1660,10625,8,3,660,2,3,7,0,0,1,1,1,2023,16,Rural,256000
1218,7500,7,2,462,2,2,6,0,0,0,1,0,2023,16,Rural,230348
1728,8791,6,2,673,2,3,7,0,0,1,1,0,2023,20,Rural,207500
1080,7500,7,0,0,1,3,6,0,0,0,0,0,2023,19,Rural,141000
1696,10110,6,2,542,2,3,7,0,0,1,1,0,2023,20,Rural,188000
1663,12774,7,2,478,2,3,8,0,0,1,1,0,2023,20,Rural,192500
1175,13072,6,0,0,1,3,6,0,0,1,0,0,2023,18,Rural,146000
1114,13695,5,2,576,1,3,6,0,0,1,1,0,2023,19,Rural,159000
1114,13695,6,2,576,1,3,6,0,0,1,1,0,2023,20,Rural,155000
1640,8366,6,2,520,2,3,6,0,0,1,1,0,2023,19,Rural,173000
1162,9260,7,2,483,2,3,6,0,0,1,1,0,2023,16,Rural,170000
1609,8453,6,2,525,2,3,6,0,0,1,1,0,2023,28,Rural,182000
1680,8480,6,2,474,2,3,7,0,0,1,1,0,2023,30,Rural,163000
1679,8125,6,2,575,2,3,7,0,0,1,1,1,2023,29,Rural,193500
1657,14565,7,2,483,2,3,6,0,0,1,1,0,2023,29,Rural,189000
1677,8450,6,2,627,2,3,7,0,0,1,1,0,2023,22,Rural,190500
1737,8285,7,2,506,2,3,7,0,0,1,1,0,2023,31,Rural,175000
1294,7153,6,2,496,2,3,6,0,0,0,1,0,2023,32,Rural,179200
1710,9291,6,2,506,2,3,7,0,0,1,1,0,2023,30,Rural,187000
1617,8012,6,2,533,2,2,5,0,0,1,1,1,2023,30,Rural,193000
1199,7892,6,2,530,2,2,5,0,0,0,1,0,2023,30,Rural,153900
984,9100,5,1,384,1,3,5,0,0,1,1,1,2023,60,Rural,128000
912,12968,5,1,352,1,2,4,0,0,1,1,0,2023,61,Rural,144000
864,8100,5,1,420,1,3,5,0,0,1,1,1,2023,62,Rural,135000
890,8450,5,1,308,1,3,5,0,0,1,1,0,2023,55,Rural,115000
864,6360,5,1,276,1,3,5,0,0,0,1,0,2023,60,Rural,119916
912,6768,6,1,288,1,3,5,0,0,0,1,0,2023,62,Rural,142000
1430,19508,6,2,484,2,3,6,0,0,1,1,1,2023,49,Rural,192000
1641,10759,5,2,490,2,4,5,0,0,1,1,1,2023,51,Rural,140000
2683,9205,6,2,473,2,4,9,0,0,1,1,1,2023,33,Rural,290000
2786,11025,9,2,636,2,4,10,0,0,1,1,1,2023,30,Rural,372500
1391,4282,7,2,530,2,2,5,0,0,0,1,0,2023,19,Rural,196000
1250,4017,7,2,625,2,2,5,0,0,0,1,0,2023,17,Rural,171900
1245,3435,7,2,495,2,1,5,0,0,0,1,0,2023,19,Rural,178000
1200,3180,6,2,480,2,2,5,0,0,0,1,0,2023,18,Rural,165000
1392,3180,7,2,540,2,2,5,0,0,0,1,0,2023,16,Rural,146000
1392,3604,7,2,540,2,2,5,0,0,0,1,0,2023,16,Rural,146000
1501,2280,7,2,440,2,3,6,0,0,0,1,0,2023,24,Rural,179400
1549,2280,6,2,440,2,3,6,0,0,0,1,0,2023,24,Rural,172900
1638,4765,9,2,495,2,2,5,0,0,0,1,1,2023,23,Rural,300000
1310,4538,9,2,545,1,1,5,0,0,0,1,1,2023,22,Rural,285000
1419,4385,9,2,588,1,2,5,0,0,0,1,1,2023,22,Rural,290000
1557,4109,9,2,484,2,2,5,0,0,0,1,1,2023,24,Rural,305000
1709,5119,9,2,506,2,2,5,0,0,0,1,1,2023,24,Rural,328900
1252,2160,7,2,462,2,2,4,0,0,0,1,0,2023,24,Rural,160000
1404,2160,7,2,462,2,3,5,0,0,0,1,0,2023,24,Rural,170000
1789,10646,7,2,546,2,3,7,0,0,1,1,1,2023,22,Rural,223000
1586,2645,8,2,480,2,3,7,0,0,0,1,0,2023,24,Rural,170000
1607,2645,8,2,480,2,3,7,0,0,0,1,0,2023,24,Rural,200000
2393,3951,10,2,846,2,2,7,0,0,0,1,1,2023,25,Rural,345000
1288,14963,8,2,500,1,1,4,0,0,1,1,1,2023,27,Rural,245500
1239,11064,8,2,477,1,1,4,0,0,1,1,1,2023,28,Rural,217500
1719,10846,8,2,473,1,1,6,0,0,1,1,1,2023,30,Rural,324000
1232,11120,6,2,516,2,3,6,0,0,1,1,0,2023,39,Rural,162500
2944,24572,9,3,864,2,3,9,0,0,1,1,1,2023,46,Rural,150000
1671,16280,8,2,550,3,3,6,0,0,1,1,1,2023,47,Rural,290000
1812,7500,7,2,469,2,3,7,0,0,0,1,1,2023,21,Rural,205000
1682,10400,7,2,530,2,3,7,0,0,1,1,1,2023,53,Rural,174000
1427,11104,6,2,516,2,4,7,0,0,1,1,0,2023,54,Rural,183000
1740,11050,6,2,512,1,4,8,0,0,1,1,1,2023,55,Rural,150000
1258,11040,6,2,528,2,3,5,0,0,1,1,0,2023,52,Rural,145000
1620,15387,7,2,578,2,4,8,0,0,1,1,1,2023,56,Rural,215000
1625,9750,5,2,484,2,4,8,0,0,1,1,0,2023,58,Rural,140500
2614,10800,6,2,624,2,4,9,0,0,1,1,1,2023,49,Rural,240000
1464,8814,5,2,470,1,4,7,0,0,1,1,0,2023,55,Rural,141000
912,8872,5,2,576,1,2,5,0,0,1,1,0,2023,58,Rural,147000
925,8125,5,2,576,1,3,5,0,0,1,1,0,2023,58,Rural,135000
1728,11072,5,2,576,2,6,10,0,0,1,1,0,2023,58,Rural,145000
1728,13101,5,2,576,2,6,10,0,0,1,1,0,2023,58,Rural,142600
1656,9246,5,2,506,2,4,8,0,0,1,1,0,2023,50,Rural,135000
1670,13355,7,2,464,1,4,7,0,0,1,1,0,2023,52,Rural,170000
2715,8963,8,2,831,3,4,11,0,0,1,1,1,2023,47,Rural,299800
1876,9120,6,2,540,2,4,8,0,0,1,1,1,2023,49,Rural,185000
1632,9130,6,2,484,1,4,7,0,0,1,1,0,2023,57,Rural,173000
999,12122,7,2,588,1,3,6,0,0,1,1,0,2023,62,Rural,178400
1978,9900,7,2,486,2,4,9,0,0,1,1,1,2023,55,Rural,176000
1014,7785,5,1,267,1,2,6,0,0,0,1,0,2023,67,Rural,98000
907,8593,4,1,352,1,3,5,0,0,1,1,0,2023,66,Rural,109008
952,8475,4,1,283,1,2,4,0,0,1,1,0,2023,67,Rural,135750
1128,8700,5,2,525,2,3,6,0,0,1,1,0,2023,60,Rural,155000
1425,10175,6,2,576,2,3,7,0,0,1,1,1,2023,59,Rural,180500
1165,9020,6,2,490,1,3,6,0,0,1,1,0,2023,57,Rural,174900
1136,9200,6,1,384,1,3,5,0,0,1,1,1,2023,58,Rural,140000
1092,8250,6,2,504,1,3,6,0,0,1,1,0,2023,59,Rural,145000
1265,9350,5,2,502,2,3,6,0,0,1,1,1,2023,58,Rural,179900
1350,9020,6,2,520,1,3,6,0,0,1,1,0,2023,59,Rural,168500
1114,9900,5,2,451,1,3,5,0,0,1,1,0,2023,62,Rural,140000
1053,10007,5,1,312,1,3,5,0,0,1,1,0,2023,64,Rural,145500
1252,10721,6,2,528,1,3,7,0,0,1,1,0,2023,64,Rural,142000
1100,12493,4,1,312,1,3,6,0,0,1,1,1,2023,63,Rural,141000
1118,11332,5,1,264,1,3,6,0,0,1,1,0,2023,63,Rural,153000
720,6627,3,1,287,1,2,4,0,0,0,1,0,2023,74,Rural,72500
729,4130,3,0,0,1,2,5,0,0,0,0,0,2023,88,Rural,52000
1077,7420,5,1,205,1,2,5,0,0,0,1,1,2023,84,Rural,118000
906,4882,4,1,231,1,2,5,0,0,0,1,0,2023,86,Rural,87000
1496,9600,5,2,450,2,3,6,0,0,1,1,0,2023,63,Rural,141500
1252,9600,6,1,288,1,3,6,0,0,1,1,0,2023,73,Rural,119000
1337,9600,5,1,264,1,3,7,0,0,1,1,1,2023,73,Rural,141500
1661,9600,6,1,377,1,3,8,0,0,1,1,1,2023,68,Rural,165500
1036,7584,5,1,312,1,3,5,0,0,0,1,0,2023,70,Rural,112900
1820,13700,7,2,492,1,4,8,0,0,1,1,1,2023,58,Rural,201800
1362,10197,6,2,504,1,3,6,0,0,1,1,1,2023,62,Rural,163000
1144,7875,5,2,456,1,3,6,0,0,0,1,0,2023,62,Rural,139950
1537,8400,6,2,462,1,3,7,0,0,1,1,1,2023,61,Rural,174000
1431,9150,6,1,296,1,3,6,0,0,1,1,1,2023,61,Rural,165000
1988,14670,6,2,480,2,4,9,0,0,1,1,1,2023,57,Rural,227000
1098,7390,5,1,260,1,3,6,0,0,0,1,0,2023,68,Rural,135000
1144,9204,5,1,336,1,3,6,0,0,1,1,0,2023,60,Rural,124000
1283,7763,5,2,506,1,3,6,0,0,0,1,0,2023,61,Rural,140000
1176,8856,5,1,292,1,3,6,0,0,1,1,1,2023,66,Rural,136500
1440,9840,5,1,480,2,2,7,0,0,1,1,0,2023,64,Rural,185000
1261,9120,6,2,433,1,3,6,0,0,1,1,1,2023,65,Rural,163000
1570,13200,6,2,441,1,3,5,0,0,1,1,1,2023,65,Rural,166800
1196,9000,6,1,297,1,2,6,0,0,1,1,1,2023,67,Rural,139000
1392,11900,6,2,458,1,3,6,0,0,1,1,1,2023,66,Rural,166000
1080,9464,6,1,288,1,3,5,0,0,1,1,0,2023,65,Rural,136000
1104,10425,5,1,384,1,3,5,0,0,1,1,0,2023,67,Rural,133000
882,11556,5,1,240,1,2,4,0,0,1,1,0,2023,71,Rural,116000
1152,9373,5,2,636,1,3,6,0,0,1,1,0,2023,70,Rural,137500
950,12774,5,2,400,1,2,5,0,0,1,1,0,2023,70,Rural,130000
1790,14250,6,2,540,2,3,6,0,0,1,1,1,2023,66,Rural,180000
952,7350,5,2,840,1,2,4,0,0,0,1,0,2023,72,Rural,139000
773,7677,5,1,240,1,2,4,0,0,0,1,0,2023,70,Rural,110000
1764,8838,5,1,301,2,4,7,0,0,1,1,1,2023,66,Rural,100000
1216,8480,5,1,336,1,2,6,0,0,1,1,0,2023,76,Rural,118500
1824,12436,5,2,484,2,5,9,0,0,1,1,0,2023,66,Rural,146000
869,10122,4,1,390,1,1,3,0,0,1,1,0,2023,75,Rural,89900
1159,7506,5,1,288,1,3,5,0,0,0,1,0,2023,98,Rural,114000
1558,10930,5,1,288,1,3,6,0,0,1,1,1,2023,78,Rural,140000
672,5400,4,1,308,1,2,4,0,0,0,1,0,2023,83,Rural,86900
1436,10836,5,4,1488,1,3,7,0,0,1,1,1,2023,101,Rural,139000
1294,10800,4,0,0,2,3,7,0,0,1,0,0,2023,123,Rural,106250
1716,9247,6,2,490,1,4,8,0,0,1,1,1,2023,61,Rural,171000
1044,10180,5,2,372,1,3,5,0,0,1,1,1,2023,55,Rural,139000
1312,11355,7,2,495,1,3,6,0,0,1,1,1,2023,65,Rural,186000
1253,10920,6,1,352,1,2,5,0,0,1,1,1,2023,63,Rural,157000
1081,12929,6,1,401,1,3,5,0,0,1,1,0,2023,63,Rural,148000
2069,27650,7,2,505,2,4,9,0,0,1,1,1,2023,63,Rural,242000
910,8892,5,2,414,1,3,5,0,0,1,1,0,2023,70,Rural,116000
876,7200,5,2,576,1,2,5,0,0,0,1,1,2023,72,Rural,94000
1048,7200,5,2,420,1,3,7,0,0,0,1,0,2023,73,Rural,98300
1507,7910,5,1,404,2,4,7,0,0,0,1,0,2023,63,Rural,127000
1256,8000,5,1,311,1,3,6,0,0,0,1,0,2023,64,Rural,159000
1027,8000,5,1,299,1,3,6,0,0,0,1,0,2023,61,Rural,125900
1269,7931,5,1,308,1,3,6,0,0,0,1,1,2023,63,Rural,155000
1320,8064,6,2,576,2,3,5,0,0,1,1,0,2023,75,Rural,138000
984,6390,6,1,280,1,2,4,0,0,0,1,0,2023,69,Rural,112500
832,7227,6,2,528,1,2,4,0,0,0,1,0,2023,69,Rural,105500
1278,7200,6,1,240,1,4,6,0,0,0,1,0,2023,69,Rural,127500
1800,8513,5,0,0,2,6,10,0,0,1,0,0,2023,62,Rural,130000
1588,7200,5,2,480,1,3,6,0,0,0,1,0,2023,68,Rural,150000
825,7200,5,1,350,1,2,4,0,0,0,1,0,2023,69,Rural,109500
1796,7056,6,2,483,1,4,8,0,0,0,1,1,2023,60,Rural,140000
1611,9760,6,2,442,1,4,7,0,0,1,1,0,2023,59,Rural,167900
1117,7590,5,1,264,1,3,6,0,0,0,1,0,2023,60,Rural,136870
1133,9836,6,1,308,1,3,7,1,1,1,1,0,2023,15,Urban,143000
764,5232,5,2,504,1,2,4,0,1,0,1,0,2023,98,Urban,73000
1539,10440,5,2,686,2,3,8,1,1,1,1,1,2023,119,Urban,157500
1323,9184,5,2,400,1,3,6,1,1,1,1,0,2023,75,Urban,122600
1360,4800,5,1,330,1,2,6,1,1,0,1,0,2023,113,Urban,111000
2792,10440,6,2,520,2,5,8,1,1,1,1,1,2023,103,Urban,256000
672,4800,5,1,256,1,2,4,0,0,0,1,0,2023,83,Urban,64000
1456,6000,6,1,308,1,4,7,1,1,0,1,0,2023,108,Urban,139500
1594,11426,4,0,0,2,3,9,1,1,1,0,0,2023,113,Urban,118000
2082,11426,7,2,484,2,3,6,1,1,1,1,0,2023,20,Urban,200000
1656,7628,4,2,440,2,2,8,1,1,0,1,0,2023,83,Urban,119164
1740,7308,5,1,225,1,2,6,1,1,0,1,1,2023,103,Urban,122250
1027,5400,7,0,0,1,2,5,1,1,0,0,1,2023,103,Urban,120000
1436,10800,6,2,828,2,3,8,1,1,1,1,1,2023,83,Urban,155000
899,6756,5,1,200,1,2,5,0,1,0,1,0,2023,113,Urban,78000
1080,5914,5,0,0,1,3,5,1,1,0,0,0,2023,133,Urban,95000
789,6000,5,1,250,1,2,5,0,1,0,1,0,2023,75,Urban,115000
1122,12000,5,2,528,1,2,6,1,1,1,1,0,2023,75,Urban,147000
1499,9000,5,3,869,1,3,5,1,1,1,1,1,2023,77,Urban,140000
407,7311,2,1,297,1,1,3,0,0,0,1,0,2023,77,Urban,46500
928,6000,5,1,288,1,3,5,0,1,0,1,0,2023,66,Urban,112500
901,6000,4,1,281,1,2,4,0,1,0,1,0,2023,69,Urban,107900
1588,12205,3,0,0,2,5,6,1,1,1,0,0,2023,74,Urban,65000
3493,18386,7,3,870,3,3,10,1,1,1,1,1,2023,143,Urban,295000
1627,9142,5,2,420,2,4,10,1,1,1,1,0,2023,123,Urban,139500
1416,12665,5,3,720,1,4,7,1,1,1,1,1,2023,108,Urban,153900
1450,5350,7,1,288,1,3,7,1,1,0,1,0,2023,103,Urban,132000
1344,4571,5,3,513,1,4,7,1,1,0,1,0,2023,107,Urban,98000
1017,9143,5,1,308,1,2,5,1,1,1,1,0,2023,123,Urban,114000
2350,9600,5,2,393,2,4,10,1,1,1,1,0,2023,103,Urban,130000
2058,9600,6,2,396,1,3,8,1,1,1,1,1,2023,106,Urban,129500
1540,6000,5,0,0,1,3,7,1,1,0,0,0,2023,118,Urban,129400
1378,9600,7,2,360,2,3,7,1,1,1,1,1,2023,95,Urban,161000
1912,10800,6,2,672,2,3,7,1,1,1,1,1,2023,118,Urban,163000
1484,6300,6,0,0,2,3,9,1,1,0,0,1,2023,109,Urban,128000
2358,5250,8,0,0,2,4,8,1,1,0,0,0,2023,151,Urban,122000
1111,5700,7,1,288,1,2,5,1,1,0,1,1,2023,97,Urban,116900
2775,13500,10,2,880,3,3,9,1,1,1,1,1,2023,130,Urban,325000
1086,11340,2,2,400,1,2,5,1,1,1,1,0,2023,103,Urban,55000
2495,10800,7,2,342,2,5,10,1,1,1,1,1,2023,133,Urban,184000
984,9750,5,1,308,1,2,5,0,1,1,1,0,2023,64,Urban,110000
1795,12150,5,1,352,2,4,7,1,1,1,1,0,2023,69,Urban,131500
882,12702,5,1,308,1,2,4,0,1,1,1,0,2023,67,Urban,97000
1093,8516,4,1,308,1,2,5,1,1,1,1,0,2023,65,Urban,115500
1143,7111,5,1,288,1,2,5,0,0,0,1,1,2023,95,Rural,138000
1668,7425,7,1,252,1,3,8,1,1,0,1,0,2023,78,Urban,108000
935,9100,5,1,308,1,2,4,0,1,1,1,0,2023,93,Urban,79500
1738,7010,5,1,240,2,3,6,0,0,0,1,1,2023,88,Rural,153000
784,6130,5,0,0,1,2,5,0,1,0,0,0,2023,99,Urban,109500
1210,5000,5,1,240,1,3,6,1,1,0,1,0,2023,82,Urban,124000
1290,5870,6,1,200,1,3,6,1,1,0,1,0,2023,123,Urban,106900
1672,6000,6,1,240,1,3,6,1,1,0,1,1,2023,83,Urban,164900
949,6000,5,2,370,1,2,5,0,1,0,1,1,2023,99,Urban,119000
1158,6000,6,1,208,1,3,5,1,1,0,1,1,2023,94,Urban,120000
1497,6000,6,1,672,2,3,5,1,1,0,1,0,2023,86,Urban,157000
1342,6000,6,1,240,2,2,7,1,1,0,1,1,2023,84,Urban,105000
1013,5000,6,1,160,1,3,6,1,1,0,1,0,2023,97,Urban,113000
1216,5520,5,1,355,1,3,6,1,1,0,1,1,2023,103,Urban,115000
896,5940,4,1,280,1,2,4,0,1,0,1,0,2023,77,Urban,79000
1136,6240,4,1,336,1,2,6,1,1,0,1,0,2023,94,Urban,123000
808,6120,5,1,164,1,1,6,0,1,0,1,0,2023,78,Urban,81300
1573,6240,5,2,360,2,3,8,1,1,0,1,1,2023,93,Urban,162900
2009,6240,7,2,400,2,4,7,1,1,0,1,1,2023,84,Urban,150000
1902,6120,5,2,576,2,4,7,1,1,0,1,0,2023,100,Urban,123500
1774,6120,7,2,468,2,2,8,1,1,0,1,1,2023,92,Urban,129900
1362,6155,6,2,502,2,3,6,1,1,0,1,0,2023,103,Urban,128000
520,6324,4,1,240,1,1,4,0,0,0,1,0,2023,96,Urban,68500
1285,8635,5,1,240,1,2,6,1,1,1,1,0,2023,75,Urban,127000
1848,13053,6,2,370,1,4,8,0,0,1,1,1,2023,100,Rural,207000
1820,9120,7,1,240,2,4,8,0,0,1,1,0,2023,98,Rural,184000
1716,9144,6,2,672,2,4,8,0,0,1,1,0,2023,108,Rural,162500
1505,9144,5,1,240,1,3,8,0,0,1,1,0,2023,83,Rural,145000
838,10267,6,1,275,1,2,5,0,0,1,1,0,2023,105,Rural,130000
1984,8094,6,1,360,2,5,8,1,1,1,1,0,2023,113,Urban,160000
1666,5100,8,1,228,1,3,7,1,1,0,1,1,2023,98,Urban,161000
1609,4347,6,1,228,1,3,7,1,1,0,1,0,2023,113,Urban,127500
768,6291,6,2,440,1,1,4,0,1,0,1,0,2023,93,Urban,93850
1536,10266,6,1,308,1,4,7,1,1,1,1,0,2023,71,Urban,136000
1969,6876,6,2,400,2,4,9,1,1,0,1,1,2023,85,Urban,141000
1308,10320,5,2,400,2,2,6,1,1,1,1,0,2023,108,Urban,120000
1040,7200,6,2,320,1,2,5,1,1,0,1,0,2023,98,Urban,127500
1236,7006,6,1,384,2,3,6,1,1,0,1,1,2023,98,Urban,127000
1406,7920,6,0,0,1,3,6,1,1,0,0,0,2023,103,Urban,89500
825,8235,5,2,720,1,2,4,0,1,1,1,0,2023,68,Urban,125000
1198,5586,6,0,0,1,4,7,1,1,0,0,0,2023,103,Urban,79900
759,10320,5,2,576,1,1,5,0,1,1,1,0,2023,111,Urban,85000
1344,10320,3,0,0,2,3,8,1,1,1,0,0,2023,108,Urban,82375
1469,10320,6,1,216,1,3,7,1,1,1,1,0,2023,117,Urban,135000
1054,9488,5,1,240,1,3,6,0,0,1,1,0,2023,76,Rural,124000
1211,8250,5,1,322,1,3,5,0,0,1,1,1,2023,55,Rural,134000
1271,21286,5,1,312,2,4,7,0,0,1,1,1,2023,75,Rural,135000
1588,17120,4,2,680,2,4,7,0,0,1,1,1,2023,64,Rural,134432
1355,10106,5,0,0,2,4,6,0,0,1,0,0,2023,83,Rural,127500
1075,11235,5,2,440,1,3,6,0,0,1,1,0,2023,60,Rural,148000
1040,11200,5,1,384,1,3,5,0,0,1,1,0,2023,58,Rural,129500
1096,13014,6,2,484,1,3,6,0,0,1,1,1,2023,45,Rural,157500
904,7162,5,1,408,1,3,6,0,0,0,1,0,2023,57,Rural,109900
992,10265,5,1,294,1,3,6,0,0,1,1,0,2023,56,Rural,145000
894,9764,5,2,450,1,3,5,0,0,1,1,0,2023,56,Rural,130000
1034,7703,6,2,504,1,3,6,0,0,0,1,1,2023,45,Rural,153000
1073,9981,5,1,270,1,3,6,0,0,1,1,0,2023,56,Rural,120000
1126,7400,5,2,506,1,2,5,0,0,0,1,0,2023,39,Rural,152000
1258,12900,4,2,400,0,0,6,0,0,1,1,0,2023,54,Rural,108959
1140,12900,5,2,400,1,3,6,0,0,1,1,0,2023,103,Rural,95541
1006,9000,5,0,0,1,3,5,0,0,1,0,0,2023,64,Rural,80000
1228,8544,5,1,271,1,3,6,0,0,1,1,0,2023,57,Rural,149350
960,9239,5,1,300,1,3,6,0,0,1,1,0,2023,60,Rural,144900
1188,14175,6,2,621,1,1,4,0,0,1,1,1,2023,67,Rural,185000
